Authors,Author(s) ID,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Document Type,Source
"Huang X., Huang Z.","57204519370;57198607334;","Comparison of clinicopathological features between right- and left-sided colon cancer [左右半结肠癌临床病理对比研究]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055911106&partnerID=40&md5=6b33ec26d1dcc61a0b40bd4e36d08db1","Objective To compare the clinicopathological features between right- and left-sided colon cancer.Me-thods The clinicopathological data of 852 colorectal cancer patients receiving standard radical resection were retrospectively analyzed.The clinicopathological features were compared between patients with right- and left-sided colon cancer. Results Compared with left-sided colon cancer, right-sided colon cancer was more common in females and patients aged ≥70 years(both P<0.05). There were significant differences in pathological types, tumor grades, infiltration depth, nerve or vascular invasion, and lymph node metastasis between right- and left-sided colon cancer(all P<0.05). However, there was no significant difference in distant metastasis rate between two groups (P>0.05). Conclusion Compared with left-sided colon cancer, low-differentiated or undifferentiated adenocarcinoma and mucinous adenocarcinomas with deep infiltration, nerve and vascular invasion and lymph node metastasis are more common in right-sided colon cancer. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","Colonic neoplasms; Pathology; Retrospective studies",Article,Scopus
"Jemal A., Lin C.C., Davidoff A.J., Han X.","6701430028;56179118800;35098640900;55450930200;","Changes in insurance coverage and stage at diagnosis among nonelderly patients with cancer after the affordable care act",2017,"Journal of Clinical Oncology",19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038129894&doi=10.1200%2fJCO.2017.73.7817&partnerID=40&md5=68ed77356ab9f0aef8f897ac1be9de4b","Purpose To examine change in the percent uninsured and early-stage diagnosis among nonelderly patients with newly diagnosed cancer after the Affordable Care Act (ACA). Patients and Methods By using the National Cancer Data Base, we estimated absolute change (APC) and relative change in percent uninsured among patients with newly diagnosed cancer age 18 to 64 years between 2011 to the third quarter of 2013 (pre-ACA implementation) and the second to fourth quarter of 2014 (post-ACA) in Medicaid expansion and nonexpansion states by family income level. We also examined demographics-adjusted difference in differences in APC between Medicaid expansion and nonexpansion states. We similarly examined changes in insurance and early-stage diagnosis for the 15 leading cancers in men and women (top 17 cancers total). Results Between the pre-ACA and post-ACA periods, percent uninsured among patients with newly diagnosed cancer decreased in all income categories in both Medicaid expansion and nonexpansion states. However, the decrease was largest in low-income patients who resided in expansion states (9.6% to 3.6%; APC, -6.0%; 95% CI, -6.5% to -5.5%) versus their counterparts who resided in nonexpansion states (14.7% to 13.3%; APC, -1.4%; 95% CI, -2.0% to -0.7%), with an adjusted difference in differences of -3.3 (95% CI, -4.0 to -2.5). By cancer type, the largest decrease in percent uninsured occurred in patients with smoking- or infection-related cancers. A small but statistically significant shift was found toward early-stage diagnosis for colorectal, lung, female breast, and pancreatic cancer and melanoma in patients who resided in expansion states. Conclusion Percent uninsured among nonelderly patients with newly diagnosed cancer declined substantially after the ACA, especially among low-income people who resided in Medicaid expansion states. A trend toward early-stage diagnosis for select cancers in expansion states also was found. These results reinforce the importance of policies directed at providing affordable coverage to low-income, vulnerable populations. Copyright © 2017 American Society of Clinical Oncology. All rights reserved.",,Article,Scopus
"Lynch J.W.","7403674707;","The man in the vest",2017,"Journal of Clinical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037986399&doi=10.1200%2fJCO.2017.75.1321&partnerID=40&md5=2e9a8aa740d4f1b654aa7afe0dadb1ba",[No abstract available],,Short Survey,Scopus
"Hardy K.K., Embry L.M., Kairalla J.A., Helian S., Devidas M., Armstrong F.D., Hunger S., Carroll W.L., Larsen E., Raetz E.A., Loh M.L., Yang W., Relling M.V., Noll R.B., Winick N.","12778368700;6602733054;18233485500;57195556993;6602100644;7102502301;7003412276;7101873916;24776331800;6603093429;56526479000;7407758435;57203054377;7005067600;7003510884;","Reply to I.J. Cohen",2017,"Journal of Clinical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038019105&doi=10.1200%2fJCO.2017.75.7252&partnerID=40&md5=49c118df7e710d39b3d6d8ded586f1e0",[No abstract available],,Letter,Scopus
"Gao W., Zhu H., Sun Y.","57204511727;57199145144;35097024100;","Current situation and progress of radiogenomics in breast cancer [乳腺癌影像基因组学研究现状与进展]",2017,"Chinese Journal of Radiology (China)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055890329&doi=10.3760%2fcma.j.issn.1005-1201.2017.12.023&partnerID=40&md5=aada607b8b1f07f52beb6b6740284728",[No abstract available],,Article,Scopus
"Stewart G.D., Leibovich B.C., Negrier S., Figlin R.A.","7402286894;7006554520;7006657761;18534796600;","Adjuvant pazopanib does not PROTECT against recurrence of high-risk, initially localized renal cell cancer but does provide novel insights",2017,"Journal of Clinical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038565987&doi=10.1200%2fJCO.2017.75.4242&partnerID=40&md5=8c284b04c833b8abc0a9f7c2a4f20c1f",[No abstract available],,Review,Scopus
"He J., Zhai Y.","57204517802;57206648354;","Diagnostic value of 18 F-FDG metabolic imaging combined with serum tumor markers for lung cancer [18 F-FDG显像结合肿瘤标志物诊断肺癌的价值]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055914141&partnerID=40&md5=7f56680bf8d7319c2198ec4d370baaab","Objective To assess the diagnostic value of 18 F-fluoro-deoxyglucose ( 18 F-FDG) dual-headed coincidence imaging (DHCI) combined with serum tumor marker assays in the diagnosis of lung cancer. Methods Seventy-se-ven patients with pathologically proved lung cancer received 18 F-FDG DHCI examination and serum assays of CEA,CA 199,CA125 and CA153.Serum tumor marker assays were also conducted in 45 cases of benign lung diseases and 49 cases of healthy controls. Results There were significant differences in serum tumor marker levels among the lung cancer patients,lung benign disease patients and the controls (P&lt;0.05).The positive rate of 18 F-FDG DHCI in lung cancer was 85.7%,while the positive rates of CEA,CA125,CA153 and CA199 in lung cancer were 39.0%,24.7%,9.1% and 16.9%,respectively.The sensitivity of 4 tumor marker combined with DHCI was 92.2%. Conclusion The combination with serum tumor markers can increase the sensitivity of 18 F-FDG DHCI in diagnosis of lung cancer. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","18 F-FDG metabolic imaging; Biological markers; Lung neoplasms/diagnosis",Article,Scopus
"Wu S., Shen G., Gao B.","57204515613;57195412208;55707326200;","Advancements of radiomics in lung cancer [肺癌影像组学研究进展]",2017,"Chinese Journal of Radiology (China)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055885894&doi=10.3760%2fcma.j.issn.1005-1201.2017.12.022&partnerID=40&md5=8a476809c8064efc9ffb8775e6ed92dc",[No abstract available],,Article,Scopus
"Mao Z., Cheng X., Gao X., Et A.","57205778696;24279554200;57204517392;57190107953;","Conversion therapy of a gastric cancer patient with peritoneal metastasis [胃癌腹膜转移患者的转化治疗经验总结]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055915652&partnerID=40&md5=7b641ec2b2f1b70a3c18f882c148bd85","The process of conversion treatment of a case of gastric cancer patient with peritoneal metastasis was described. The patient was diagnosed with poorly differentiated gastric adenocarcinoma by endoscopy and pathology at initial diagnosis. Subsequently,peritoneal metastasis (malignant ascites with peritoneum nodules) was further confirmed in the patient by abdominal CT and laparoscopic exploration. No surgery indication was suggested. After multidisciplinary team (MDT) discussion,the patient was treated with NIPS regimen [S-1/paclitaxel(PTX) systemic therapy plus cisplatin(DDP) intra-peritoneal chemotherapy] for 3 cycles. Afterwards,the primary tumor showed significant recession. Peritoneal fluid retention and peritoneum nodules were also largely disappeared. The subsequent treatment was presented to MDT again,which suggested performing a radical surgery. After surgery,the patient received 3 cycles of S-1/PTX systemic therapy. Until now,the patient already had 3-year disease-free survival and is having a high quality of life. The treatment process of this case showed the clinical value of conversion therapy. Conversion therapy plays an important role in extending the overall survival and enhancing the quality of life in patients with advanced gastric cancer. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","Conversion therapy; Peritoneal metastasis; Stomach neoplasms/drug therapy",Article,Scopus
"Shi H., Fang G.","57204517748;56204033800;","Risk factors of postoperative pelvic lymphocele and its complicated infection during adjuvant therapy in cervical cancer patients [子宫颈癌术后盆腔淋巴囊肿及辅助治疗期间囊肿并发感染的危险因素研究]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055901623&partnerID=40&md5=d78097c311c11ded690995517f2f1d40","Objective To analyze the risk factors of postoperative pelvic lymphocele and its complicated infection during the adjuvant therapy in cervical cancer patients.Methods A total of 296 patients receiving cervical cancer resection and postoperative chemoradiotherapy was enrolled in the study. Among them, 134 cases were found to have pelvic lymphocele by pelvic CT scan, and 35 cases were complicated with cyst infection during adjuvant therapy. Univariate and multivariate regression analyses were conducted for postoperative pelvic lymphocele and complicated cyst infection during the adjuvant therapy.Results Univariate analysis revealed that the incidence of pelvic lymphocele was associated with older age (>60), FIGO stage Ⅱ, dissected lymph nodes >20, and 24 h postoperative drainage volume ≥100 mL (all P<0.05). Multivariate logistic regression analysis showed that age, FIGO stage and the number of dissected lymph nodes were independent risk factors for postoperative pelvic lymphocele (all P<0.05). The incidence of postoperative pelvic lymphocele during adjuvant therapy increased in patients with diabetes, or with lymphocele >5 mm in diameter (both P<0.05). In addition, cyst size and the comorbidity of diabetes were independent risk factors of complicated cyst infection (P<0.05). Conclusion The independent risk factors of pelvic lymphocele are older age, advanced clinical staging and increased number of dissected lymph nodes, whereas the independent risk factors of complicated cyst infection are comorbidity of diabetes and large cyst size. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","Infection/etiology; Lymphocele/complications; Neoadjuvant therapy; Postoperative period; Risk factors; Uterine cervical neoplasms/surgery",Article,Scopus
"Nonaka H., Onishi H., Ozaki M., Kuriyama K., Komiyama T., Saito R.","57199152131;55723170400;55247885600;7201490109;7006980800;55579635300;","Serious gastric perforation after second stereotactic body radiotherapy for peripheral lung cancer that recurred after initial stereotactic body radiotherapy: A case report",2017,"Journal of Medical Case Reports",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037636652&doi=10.1186%2fs13256-017-1504-z&partnerID=40&md5=cc7f4082b248d102d97b43e06aec94dd","Background: In recent reports, re-irradiation with stereotactic body radiotherapy for lung tumors in patients previously treated with thoracic radiation therapy resulted in several serious toxicities. Serious non-lung toxicities were observed mostly in patients with central tumors, but we experienced a case of fatal gastric perforation after a second stereotactic body radiotherapy in a patient with a peripheral lung tumor. Case presentation: An 83-year-old Asian man was diagnosed with T2N0M0 lung cancer in the form of squamous cell carcinoma in the lower lobe of his left lung. He was treated with stereotactic body radiotherapy of 40 Gy in 4 fractions and the tumor decreased in size in partial response. The local tumor recurred 8 months after the first stereotactic body radiotherapy, and he was re-irradiated with a second stereotactic body radiotherapy of 50 Gy in 4 fractions. A Sengstaken-Blakemore tube was inserted below his diaphragm by laparoscopic surgery before the second stereotactic body radiotherapy in order to reduce the stomach dose by keeping his stomach apart from the tumor. Two months after the second stereotactic body radiotherapy, he developed fatal gastric perforation and gastropleural fistula penetrating his diaphragm. Conclusions: To the best of our knowledge, this is the first report about a gastric perforation after stereotactic body radiotherapy for lung tumors and it warns of serious complication of stereotactic body radiotherapy in not only centrally located but also peripherally located tumors like in this case. © 2017 The Author(s).","Gastric perforation; Lung cancer; Re-irradiation; Stereotactic body radiotherapy",Article,Scopus
"Xin Y., Pan X.","57204521324;57204521200;","Immune function and prognosis of patients with HER2-positive advanced gastric cancer following lapatinib combined with paclitaxel therapy [拉帕替尼联合紫杉醇对HER2阳性晚期胃癌患者恶性分子,免疫功能及预后的影响]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055906456&partnerID=40&md5=0f367c64a1576d1f9a8a468bac33f29d","Objective To evaluate the immune function and prognosis in patients with human epidermal growth factor receptor 2(HER2)-positive advanced gastric cancer following lapatinib combined with paclitaxel therapy. Methods Thirty patients with pathologically confirmed HER2-positive advanced gastric cancer were randomly assigned to two groups with 15 cases in each group: patients in the study group were treated with lapatinib (1 250 mg/m2, for 14 d) plus paclitaxel (135-175 mg/m2, for 3 d with a cycle interval of 35 d) and patients in the control group were treated with paclitaxel (135-200 mg/m2, for 3 d with a cycle interval of 35 d). Serum levels of fibroblast growth factor 2(FGF-2), FGF-19, basic fibroblast growth factor (bFGF) and fibroblast growth factor receptor 4(FGFR-4), peripheral blood cell differentiation antigen(CD)3+, CD4+, CD8+ and CD4+ /CD8+ were measured before and after treatment in both groups. The patients were followed up for 3 years, and the survival rate was compared between the two groups.Results The number of treatment cycle was less in the study group than that in the control group [(3.12±0.58) vs (4.23±1.02), P&lt;0.05]. However, the incidence of adverse reactions was comparable between the two groups (P&gt;0.05). Compared with the control group, the serum levels of FGF-2/19, bFGF and FGFR-4 were decreased more significantly in the study group, and the T lymphocytes were significant increased after treatment (both P&lt;0.05). The study group showed an increasing trend of 3-year survival rate than the control group (46.7% vs 30.0%, P&gt;0.05). Conclusion Lapatinib combined with paclitaxel can significantly reduce serum levels of FGF-2/19, bFGF and FGFR-4, and improve immune function and prognosis of patients with HER2-positive advanced gastric cancer. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","Antineoplastic agents/administration & dosage; Antineoplastic agents/therapeutic use; Genes,erbB-2; Paclitaxel/administration & dosage; Paclitaxel/therapeutic use; Prognosis; Receptor protein-tyrosine kinases/antagonists & inhibitors; Stomach neoplasms/drug therapy; Stomach neoplasms/pathology; Treatment outcome; Tumor markers,biological",Article,Scopus
"Arafa M.A., Rabah D.M.","56230722700;7801386517;","With increasing trends of prostate cancer in the Saudi Arabia and Arab World: Should we start screening programs?",2017,"World Journal of Clinical Oncology",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039840047&doi=10.5306%2fwjco.v8.i6.447&partnerID=40&md5=6c8576e6bc307ba49f530f46f9853146","Incidence rate for prostate cancer in the Arab World is significantly lower than United States and Europe, it ranges from 5.5% to 39.2%. However, the incidence and the number of deaths is expected to increase. In Saudi Arabia, the crude incidence rate and age standardized incidence rate of prostate cancer are reported to be steadily increasing in between 2001-2008. Only two screening trials were attempted in 2001 and 2009 which yielded an incidence rate of 1.17% and 2.5% respectively. Men in the Arab world are sharing a common characteristic of poor knowledge and poor attitude towards prostate cancer examination and screening practices. They are ill-informed about the PSA test's strengths and drawbacks because the doctors are not talking to them about the importance of counselling. Men should be encouraged to do PSA testing before the age of 50 and till the age of 70 years. This could be achieved by enhancing their attitude and enriching the knowledge of the physicians towards PSA testing, harms and benefits, through shared decision making, which would increase men's knowledge scores, reduced their decisional conflict and promote greater involvement in decision making. © The Author(s) 2017.","Arab World; Incidence; Prostate cancer; Screening",Review,Scopus
"Liu F., Yang Z., Zhang D., Jiang S.","57202337615;55605770726;57206457007;55603461000;","Preoperative planning of laparoscopic ultrasound-guided I 125 implantation in treatment of pancreatic cancer based on CT images [基于CT图像的腹腔镜超声引导I 125 粒子植入 治疗胰腺癌术前规划]",2017,"Chinese Journal of Interventional Imaging and Therapy",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056241312&doi=10.13929%2fj.1672-8475.201708018&partnerID=40&md5=2a023173136a4ebfde7759d3c1c08d6d","Objective To propose a novel preoperative planning method for laparoscopic ultrasound-guided implantation of I 125 seeds in treating pancreatic cancer based on CT images, and to evaluate the feasibility of this treatment. Methods CT images of a pancreatic cancer patient were transmitted into the treatment planning system (TPS) developed by our laboratory, to obtain three-dimensional representations of the tumor and surrounding organs. All the positions of puncture were selected with the aid of virtual template, then possible needle paths and the number of necessary I 125 seeds were planned, and the radiation dose was evaluated. Results A total of 21 needle paths with 45 seeds implantation into the tumor were planned. In the preoperative planning, the dosage parameters D90 and V100 of the tumor were 12 481 cGy and 92.83%, which was relatively eligible for the clinic requirement, whereas of suurounding non-tumor pancreatic tissue was 0 and 0.40%, respecyively. Conclusion Laparoscopic ultrasound-guided implantation of I 125 seeds can be considered as a useful method for treating pancreatic cancer with accurate implantation of 125 I seeds and satisfying effect of local control for the tumor in theory. Copyright © 2017 by the Press of Chinese Journal of Medical Imaging and Technology.","Iodine isotopes; Laparoscopy; Pancreatic neoplasms; Radiotherapy; Ultrasonography",Article,Scopus
"Wang F., Porter M., Konstantopoulos A., Zhang P., Cui H.","55578788800;57189061537;57196085267;55615199200;8969721300;","Preclinical development of drug delivery systems for paclitaxel-based cancer chemotherapy",2017,"Journal of Controlled Release",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031810588&doi=10.1016%2fj.jconrel.2017.09.026&partnerID=40&md5=32d4e09b1d571899858e9f53b493d68a","Paclitaxel (PTX) is one of the most successful drugs ever used in cancer chemotherapy, acting against a variety of cancer types. Formulating PTX with Cremophor EL and ethanol (Taxol®) realized its clinical potential, but the formulation falls short of expectations due to side effects such as peripheral neuropathy, hypotension, and hypersensitivity. Abraxane® the albumin bound PTX, represents a superior replacement of Taxol® that mitigates the side effects associated with Cremophor EL. While Abraxane® is now considered a gold standard in chemotherapy, its 21% response rate leaves much room for further improvement. The quest for safer and more effective cancer treatments has led to the development of a plethora of innovative PTX formulations, many of which are currently undergoing clinical trials. In this context, we review recent development of PTX drug delivery systems and analyze the design principles underpinning each delivery strategy. We chose several representative examples to highlight the opportunities and challenges of polymeric systems, lipid-based formulations, as well as prodrug strategies. © 2017 Elsevier B.V.","Cancer; Chemotherapy; Drug delivery; Nanomedicine; Paclitaxel",Article,Scopus
"Horn L., Spigel D.R., Vokes E.E., Holgado E., Ready N., Steins M., Poddubskaya E., Borghaei H., Felip E., Paz-Ares L., Pluzanski A., Reckamp K.L., Burgio M.A., Kohlhäeufl M., Waterhouse D., Barlesi F., Antonia S., Arrieta O., Fayette J., Crinò L., Rizvi N., Reck M., Hellmann M.D., Geese W.J., Li A., Blackwood-Chirchir A., Healey D., Brahmer J., Eberhardt W.E.E.","16202545700;57203082732;35394764600;23034374900;57000661500;6701345921;56089215700;7801442488;7004187097;55570426800;16417598300;8915312400;6602475308;35787303900;7003926868;7004068464;6603899667;55993736100;12039238600;7005747637;7006197114;7004331368;55556673600;36966648300;57199391298;24450047300;7005925859;6507427248;34974018900;","Nivolumab versus docetaxel in previously treated patients with advanced non-small-cell lung cancer: Two-year outcomes from two randomized, open-label, phase III Trials (CheckMate 017 and CheckMate 057)",2017,"Journal of Clinical Oncology",86,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037986316&doi=10.1200%2fJCO.2017.74.3062&partnerID=40&md5=62aa22b59dadf5a7fb28194c28508116","Purpose: Nivolumab, a programmed death-1 inhibitor, prolonged overall survival compared with docetaxel in two independent phase III studies in previously treated patients with advanced squamous (CheckMate 017; ClinicalTrials.gov identifier: NCT01642004) or nonsquamous (CheckMate 057; ClinicalTrials.gov identifier: NCT01673867) non-small-cell lung cancer (NSCLC). We report updated results, including a pooled analysis of the two studies. Methods: Patients with stage IIIB/IV squamous (N = 272) or nonsquamous (N = 582) NSCLC and disease progression during or after prior platinum-based chemotherapy were randomly assigned 1:1 to nivolumab (3 mg/kg every 2 weeks) or docetaxel (75 mg/m2 every 3 weeks). Minimum follow-up for survival was 24.2 months. Results: Two-year overall survival rates with nivolumab versus docetaxel were 23% (95% CI, 16% to 30%) versus 8% (95% CI, 4% to 13%) in squamous NSCLC and 29% (95% CI, 24% to 34%) versus 16% (95% CI, 12% to 20%) in nonsquamous NSCLC; relative reductions in the risk of death with nivolumab versus docetaxel remained similar to those reported in the primary analyses. Durable responses were observed with nivolumab; 10 (37%) of 27 confirmed responders with squamous NSCLC and 19 (34%) of 56 with nonsquamous NSCLC had ongoing responses after 2 years' minimum follow-up. No patient in either docetaxel group had an ongoing response. In the pooled analysis, the relative reduction inthe risk of death with nivolumab versus docetaxel was 28% (hazard ratio, 0.72; 95% CI, 0.62 to 0.84), and rates of treatment-related adverse events were lower with nivolumab than with docetaxel (any grade, 68% v 88%; grade 3 to 4, 10% v 55%). Conclusion: Nivolumab provides long-term clinical benefit and a favorable tolerability profile compared with docetaxel in previously treated patients with advanced NSCLC. © 2017 by American Society of Clinical Oncology.",,Article,Scopus
"Tao B.","57204521019;","Sorafenib enhances clinical efficacy of stereotactic radiotherapy combined with hyperthermia therapy for patients with recurrent liver cancer [立体定向放疗联合热疗及索拉非尼对复发性肝癌的临床疗效分析]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055914422&partnerID=40&md5=79a016c5b31105ea1e60b842de47b907","Objective To evaluate the effect of sorafenib in patients with recurrent liver cancer receiving stereotactic radiotherapy combined with hyperthermia therapy.Methods Seventy patients with recurrent hepatocellular carcinoma were randomly assigned to study group and control group with 35 cases in each group. Patients in both groups underwent γ-ray stereotactic radiotherapy (total dose 36.0-48.0 Gy, 3.8-4.0 Gy/F, 5 F/week) and hyperthermia therapy. Sorafenib (400 mg, bid, for 8 weeks) was given to patients in the study group. The clinical efficacy, adverse reactions, disease control rate and survival rate were compared between two groups.Results Compared to the control group, the clinical efficacy was significantly improved in the study group (P&lt;0.05). The incidence of adverse reactions in the study group was signi-ficantly lower than that in the control group (14.3% vs 48.6%,χ2=9.545,P&lt;0.05). The 2-year disease control rate (45.7% vs 20.0%, P&lt;0.05) and the overall survival rate (37.1% vs 14.3%, P&lt;0.05) in the study group were significantly higher than those in the control group.Conclusion Sorafenib can enhance the efficacy of stereotactic radiotherapy combined with hyperthermia therapy in patients with recurrent liver cancer. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","Benzenesulfonates/therapeutic use; Case-control studies; Combined modality therapy; Hyperthermia,induced; Liver neoplasms/therapy; Radiosurgery; Recurrence; Ste-reotaxic techniques; Treatment outcome",Article,Scopus
"Rabanal C., Ruiz R., Neciosup S., Gomez H.","57200131788;56268630300;36466863000;7006142237;","Metronomic chemotherapy for non-metastatic triple negative breast cancer: Selection is the key",2017,"World Journal of Clinical Oncology",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039841036&doi=10.5306%2fwjco.v8.i6.437&partnerID=40&md5=7f0263fa1a73fb8c6d205c92b86f268b","Triple negative breast cancer (TNBC) accounts for 15%-20% of all breast cancer, and is still defined as what it is not. Currently, TNBC is the only type of breast cancer for which there are no approved targeted therapies and maximum tolerated dose chemotherapy with taxanes and anthracycline-containing regimens is still the standard of care in both the neoadjuvant and adjuvant settings. In the last years, metronomic chemotherapy (MC) is being explored as an alternative to improve outcomes in TNBC. In the neoadjuvant setting, purely metronomic and hybrid approaches have been developed with the objective of increasing complete pathologic response (PCR) and prolonging disease free survival. These regimens proved to be very effective achieving PCR rates between 47%-60%, but at the cost of great toxicity. In the adjuvant setting, MC is used to intensify adjuvant chemotherapy and, more promisingly, as maintenance therapy for high-risk patients, especially those with no PCR after neoadjuvant chemotherapy. Considering the dismal prognosis of TNBC, any strategy that potentially improves outcomes, specially being the oral agents broadly available and inexpensive, should be considered and certainly warrants further exploration. Finally, the benefit of MC needs to be validated in properly designed clinical trials were the selection of the population is the key. © The Author(s) 2017.","Adjuvant; Maintenance; Metronomic chemotherapy; Neoadjuvant; Triple negative breast cancer",Review,Scopus
"Shi D., Kang H., Wang X., Et A.","57204516947;57204521779;57204521012;57205173047;","Application value of recurrent laryngeal nerve detector monitoring in the surgeries for recurrent thyroid cancer [复发性甲状腺癌术中喉返神经探测仪监测的应用价值]",2017,"Journal of Practical Oncology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055904821&partnerID=40&md5=dcfb6bb6ad46cb24c22b1f9149d63343","Objective To investigate the application value of recurrent laryngeal nerve detector monitoring in the surgeries of recurrent thyroid cancer. Methods Eighty cases of recurrent thyroid cancer patients for reoperation were enrolled and divided into the observation group and the control group by the method of random number table, with 40 cases in each group. The observation group used intraoperative electromyography monitor to locate the recurrent laryngeal nerve. The control group received routine surgery, which relied on the surgical experience and naked-eye observation of the surgeons to protect the recurrent laryngeal nerve. All cases were followed up for 6 to 8 months in the outpatient department after surgery. The length of surgical time, the duration of postoperative drainage, the length of postoperative hospital stay, the intraoperative time needed to locate the recurrent laryngeal nerve, and the incidence of recurrent laryngeal nerve injury were compared between the two groups. Moreover, postoperative hoarseness, dyspnea and dysphagia were also analyzed. Results The operation time, the postoperative drainage time and the length of postoperative hospital stay were all shorter in the observation group than those in the control group (all P<0.05). Besides, the incidence of postoperative hoarseness, dyspnea and dysphagia was also reduced in the observation group as compared with the control group (all P<0.05). Moreover, the observation group needed less time to locate the recurrent laryngeal nerve and resulted in lower incidence of recurrent laryngeal nerve injury than the control group (both P<0.05). Conclusion For recurrent thyroid cancer patients who require reoperation, the application of recurrent laryngeal nerve detector monitoring can effectively shorten the operation time and hospitalization time, as well as accelerate the intraoperative location of recurrent laryngeal nerve and reduce nerve injury. © 2017, The Second Affiliated Hospital, College of Medicine, Zhejiang University.. All right reserved.","Recurrent; Recurrent laryngeal nerve detector; Reoperation; Thyroid cancer",Article,Scopus
"Shin J.M., Oh S.J., Kwon S., Deepagan V.G., Lee M., Song S.H., Lee H.-J., Kim S., Song K.-H., Kim T.W., Park J.H.","55812326800;56599452000;57192834990;36898154800;56510423900;57196440394;16203066800;57196437861;56421049200;56370654800;56113586400;","A PEGylated hyaluronic acid conjugate for targeted cancer immunotherapy",2017,"Journal of Controlled Release",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033234966&doi=10.1016%2fj.jconrel.2017.08.032&partnerID=40&md5=b13f81a56acb27342ddcf51893dc36d5","The cell-free approach to foreignizing tumor cells with non-self antigens has received increasing attention as a method to induce cytotoxic T lymphocyte (CTL)-mediated immunological rejection of tumors, because the clinical translation of the conventional CTL-based cancer immunotherapies has been limited by a complicated manufacturing process and autotransplantation. In this study, we prepared matrix metalloproteinase 9 (MMP9)-responsive polymeric conjugates consisting of PEGylated hyaluronic acid (HA) as the targeting moiety and ovalbumin (OVA) as the model foreign antigen. The MMP9-cleavable linker was introduced between PEG and the HA backbone to facilitate the detachment of the PEG corona from the conjugate at the tumor site. From the in vitro cellular uptake study, it was revealed that the conjugate was effectively taken up by the CD44-expressing TC-1 cancer cells in the presence of MMP9 via receptor-mediated endocytosis. When the conjugate was systemically administered into the tumor-bearing mice with endogenous OVA-specific CTLs, the tumor growth was markedly inhibited, which was attributed to the significant antigen presentation on the tumor cells. Overall, the MMP9-responsive conjugates bearing foreign antigens might have the potential as an alternative to CTL-based cancer immunotherapeutics. © 2017","Antigen delivery; Cancer immunotherapy; Foreignization; Hyaluronic acid; Matrix metalloproteinase 9 (MMP9); PEGylation",Article,Scopus
